Rank,Word,Part of Speech,English Translation,Phrase,English Phrase
322,animal,nm,animal,"En la selva, el león es el rey de todos los animales.","In the jungle, the lion is the king of the animals."
323,hecho,nm,"fact, happening",le gustó el hecho de que yo estuviese allí,she liked the fact that I was there
324,número,nm,number,ella escribía su número telefónico en un papelito,she wrote her telephone number on a little piece of paper
325,dicho,adj,"aforementioned, said",Necesita organizar su espacio interno en función de dicho sistema.,He needs to organize the internal space in terms of the aforementioned system.
326,información,nf,information,trató de obtener información más precisa,she tried to obtain more precise information
327,tocar,v,"to touch, play (instrument)",se acercó hasta tocar su rodilla con la mía,she got closer until her knee touched mine
328,ayudar,v,to help,espero ganar dinero para ayudar a mi pobre madre,I hope to earn money to help my poor mother
329,público,adj,public,no se va a arrendar ni a parcelar el espacio público,they will not rent out or divide up public spaces
330,mostrar,v,to show,con un dedo me mostró un agujerito negro,he showed me a black hole with his finger
331,mas,conj,"but, however",es posible mas lo dudo,it is possible but I doubt it
332,estudiar,v,to study,Adam quiere estudiar teología y ser sacerdote,Adam wanted to study theology and be a priest
333,hermano,nm,"brother, [pl] siblings",tengo tres hermanos y dos hermanas,I have three brothers and two sisters
334,ley,nf,"law, bill, rule",el casamiento civil es una ley de este país,civil marriage is a law in this country
335,sentido,nm,"sense, feeling",es una cantante-actriz en el sentido actual del término,she is a singer-actress in the current sense of the word
336,incluso,adv,"including, even (ADV)",¡Vamos! Incluso yo sabía.,Come on! Even I knew.
337,cara,nf,"face, expression",aparece la cara del hombre con su bigote,the face of a man with a mustache appeared
338,principio,nm,"beginning, principle",tiene fiebre al principio de la enfermedad,he had a fever at the beginning of the sickness
339,programa,nm,"program, plan",van a aprender mucho de este programa escolar,they are going to learn a lot from this school program
340,música,nf,music,la gente se detenía siempre a escuchar la música que tocaban,the people always stayed around to listen to the music they played
341,traer,v,"to bring, carry","sí, me trae un zumo de naranjas, por favor","yes, bring me an orange juice, please"
342,campo,nm,"field, country",mi campo principal es la enfermedad coronaria,my main field is coronary heart disease
343,correr,v,to run,corre tres kilómetros y medio cada mañana,he runs three and a half kilometers every morning
344,actividad,nf,"activity, action",pienso que el arte es una actividad mental,I think that art is a mental activity
345,quizás,adv,"perhaps, maybe","quizás sí, pero de otra forma","maybe so, but in another way"
346,alguien,pron,"somebody, someone, anyone",alguien vino a preguntar por usted,someone came and asked for you
347,comer,v,to eat,te comiste todo el queso,you ate up all the cheese
348,acuerdo,nm,accord; de a.: in agreement,estoy de acuerdo con esa interpretación,I am in agreement with that interpretation
349,demás,adj,"the rest, others",es la envidia de los demás estudiantes,he is the envy of other students
350,siguiente,adj,"following, next",al día siguiente se levantó más decidido que nunca,the next day he got up more determined than ever
351,ofrecer,v,"to offer, present",este hotel ofrece su menú en francés,this hotel offers their menu in French
352,poder,nm,power,le dio el poder de manejar la economía mundial,he was given the power to manage the world economy
353,sociedad,nf,society,creaban una sociedad multicultural que vivía en paz,they created a multicultural society that lived in peace
354,levantar,v,"to raise, lift",de pronto se levantó y fue hasta su biblioteca,he suddenly stood up and went to his library
355,dios,nm/f,"god, divinity",ahora sé que hay un Dios en los cielos,now I know there is a god in the heavens
356,jugar,v,to play (sport/game),¿Quieres jugar al fútbol esta tarde?,Do you want to play football this afternoon?
357,época,nf,"time, age, period",en la época romana se utilizaba más el bronce,in the Roman age they used bronze more
358,color,nm,color,"los colores primarios son rojo, azul, y amarillo","the primary colors are red, blue, and yellow"
359,zona,nf,"area, zone",conquistó la zona alemana de Samoa en agosto de 1914,he conquered the German zone in Samoa in August of 1914
360,malo,adj,bad,éste se lamentó de su mala suerte,he lamented his bad luck
361,comprar,v,to buy,me iba a comprar un televisor,I was going to buy a television
362,necesario,adj,necessary,haré lo que sea necesario,I will do whatever is necessary
363,camino,nm,"road, route, path",es un camino muy largo el que nos queda por recorrer,we have a long road ahead of us
364,dinero,nm,money,Hay mucho dinero. ¿Eres muy rico?,That is a lot of money. Are you rich?
365,pie,nm,"foot, base",está enfermo y tiene un pie en el cementerio,he is sick and has one foot in the grave
366,final,nmf,"al f.: finally, in the end","al final, crecen y son más o menos iguales","in the end, they grow and are more or less equal"
367,tampoco,adv,"neither, nor, either","a él no le gustó, ni a mí tampoco","he didn’t like it, and neither did I"
368,decidir,v,to decide,¿Cómo decidió usted ser director de orquesta?,How did you decide to be the orchestra conductor?
369,desarrollo,nm,development,dicen que ya hay planes de desarrollo urbano,they say that there are plans for urban development
370,movimiento,nm,movement,estaba encabezando un movimiento de subversión,he was leading a subversive movement
371,alcanzar,v,"to reach, catch up with",la economía tiene posibilidades de alcanzar la prosperidad,the economy is likely to reach prosperity
372,blanco,adj,white,esta foto es en blanco y negro,this picture is in black and white
373,equipo,nm,"team, equipment, outfit",volvió a Madrid para formar un equipo de trabajo,he returned to Madrid in order to form a work team
374,difícil,adj,"difficult, hard","es duro, difícil tomar una decisión como ésta","it’s hard, difficult to make a decision like this"
375,desarrollar,v,to develop,tratando de desarrollar un nuevo sistema electrónico,trying to develop a new electronic system
376,pronto,adv,"soon, quick",pronto lo tuvieron todo hecho,they quickly had it all done
377,pagar,v,to pay,estamos tratando de pagar esta deuda,we are trying to pay this debt
378,principal,adj,"main, principal",¿Cuál es el problema principal?,What is the main problem?
379,proyecto,nm,"project, plan",esta última fase del proyecto no llegó a ser realizada,this last phase of the project was not carried out
380,valor,nm,"value, worth",hay que descubrir el valor artístico de la obra de arte,you have to discover the artistic value in a work of art
381,meter,v,to put (into),metió a su niño en el carro,she put her child into the car
382,realmente,adv,"really, actually, in fact","¿Antes de nacer nosotros, existía realmente el mundo?","Before we were born, did the world really exist?"
383,sol,nm,sun,se levanta antes del sol y no hay luz eléctrica,she wakes up before sunrise and there is no electricity
384,imagen,nf,"image, picture",es un intento evidente de dañar mi imagen pública,it is a clear intent to harm my public image
385,cumplir,v,to fulfill,necesito algo más para cumplir el trabajo,I need something else to complete the job
386,varios,adj,"several, various",está constituida por varios dialectos,it is made up of several dialects
387,universidad,nf,"university, college",Alejandra asistía la Universidad de Georgia por cuatro años,Alexandra attended the University of Georgia for four years
388,interés,nm,interest,pon más interés en tus estudios,take more interest in your studies
389,mayoría,nf,majority,la mayoría de los cánceres humanos no tienen un origen vírico,the majority of the human cancers do not have a viral origin
390,dirigir,v,"to direct, manage",usted dirigió la Orquesta Nacional en 1954,you directed the National Orchestra in 1954
391,ello,pron,it (subj-n),no hay que preocuparse por ello,you don’t need to worry about that
392,tarde,nf,"afternoon, evening",a las 6 de la tarde ya es noche,at 6 in the afternoon it is already evening
393,papel,nm,"paper, role, part",el poco papel que tenemos lo dedicamos a libros,the limited paper we have is dedicated to books
394,producto,nm,product,"el arte es, en parte, producto de su época","art, in part, is a product of the period"
395,medio,adj,"half, middle",todo lo deja a medio terminar,he leaves everything half finished
396,continuar,v,to continue,dio la orden para continuar la marcha,he gave the order to continue the march
397,modo,nm,"way, manner; de m. que: so that",hay diferencia entre el modo de hablar y el de escribir,there is a difference between the way a person speaks and writes
398,rico,adj,"rich, tasty",no quiero ser rica; quiero ser famosa,I do not want to be rich; I want to be famous
399,ojalá,interj,hopefully,ojalá que así sea,I hope that it is so
400,reconocer,v,"to recognize, admit",no pudo reconocer quién era,I couldn’t recognize who it was
401,aire,nm,"air, wind, appearance",el helicóptero puede estacionarse en el aire,the helicopter can remain stationary in the air
402,mañana,nf,"morning, tomorrow",en las primeras horas de la mañana,in the first hours of the morning
403,dormir,v,to sleep,esta cama es para dormir la siesta en verano,this bed is for taking naps during the summer
404,acción,nf,"action, act, deed",esta acción legal pretendía acelerar la liberalización económica,this legal action intended to accelerate the economic liberalization
405,pesar,prep,a p. de: in spite of,"a pesar de sus deseos, no pueden obtenerlo","in spite of their wishes, they can’t have it"
406,establecer,v,to establish,de ser posible establecer ese tipo de contacto personal,if it is possible to establish that type of personal contact
